pokedex_number,name,generation,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,release_date,speed_class,strength_category
459,Snover,4,Frost Tree Pokémon,2,Grass,Ice,1.0,50.5,2,Snow Warning,None,Soundproof,334.0,60.0,62.0,50.0,62.0,60.0,40.0,120.0,2006-01-01,Slow,weak
460,Abomasnow,4,Frost Tree Pokémon,2,Grass,Ice,2.2,135.5,2,Snow Warning,None,Soundproof,494.0,90.0,92.0,75.0,92.0,85.0,60.0,60.0,2006-01-01,Slow,Strong
460,Mega Abomasnow,4,Frost Tree Pokémon,2,Grass,Ice,2.7,185.0,1,Snow Warning,None,None,594.0,90.0,132.0,105.0,132.0,105.0,30.0,60.0,2006-01-01,Slow,Strong
461,Weavile,4,Sharp Claw Pokémon,2,Dark,Ice,1.1,34.0,2,Pressure,None,Pickpocket,510.0,70.0,120.0,65.0,45.0,85.0,125.0,45.0,2006-01-01,Fast,Strong
462,Magnezone,4,Magnet Area Pokémon,2,Electric,Steel,1.2,180.0,3,Magnet Pull,Sturdy,Analytic,535.0,70.0,70.0,115.0,130.0,90.0,60.0,30.0,2006-01-01,Slow,Strong
463,Lickilicky,4,Licking Pokémon,1,Normal,None,1.7,140.0,3,Own Tempo,Oblivious,Cloud Nine,515.0,110.0,85.0,95.0,80.0,95.0,50.0,30.0,2006-01-01,Slow,Strong
464,Rhyperior,4,Drill Pokémon,2,Ground,Rock,2.4,282.8,3,Lightning Rod,Solid Rock,Reckless,535.0,115.0,140.0,130.0,55.0,55.0,40.0,30.0,2006-01-01,Slow,Strong
465,Tangrowth,4,Vine Pokémon,1,Grass,None,2.0,128.6,3,Chlorophyll,Leaf Guard,Regenerator,535.0,100.0,100.0,125.0,110.0,50.0,50.0,30.0,2006-01-01,Slow,Strong
466,Electivire,4,Thunderbolt Pokémon,1,Electric,None,1.8,138.6,2,Motor Drive,None,Vital Spirit,540.0,75.0,123.0,67.0,95.0,85.0,95.0,30.0,2006-01-01,Fast,Strong
467,Magmortar,4,Blast Pokémon,1,Fire,None,1.6,68.0,2,Flame Body,None,Vital Spirit,540.0,75.0,95.0,67.0,125.0,95.0,83.0,30.0,2006-01-01,Fast,Strong
468,Togekiss,4,Jubilee Pokémon,2,Fairy,Flying,1.5,38.0,3,Hustle,Serene Grace,Super Luck,545.0,85.0,50.0,95.0,120.0,115.0,80.0,30.0,2006-01-01,Fast,Strong
469,Yanmega,4,Ogre Darner Pokémon,2,Bug,Flying,1.9,51.5,3,Speed Boost,Tinted Lens,Frisk,515.0,86.0,76.0,86.0,116.0,56.0,95.0,30.0,2006-01-01,Fast,Strong
470,Leafeon,4,Verdant Pokémon,1,Grass,None,1.0,25.5,2,Leaf Guard,None,Chlorophyll,525.0,65.0,110.0,130.0,60.0,65.0,95.0,45.0,2006-01-01,Fast,Strong
471,Glaceon,4,Fresh Snow Pokémon,1,Ice,None,0.8,25.9,2,Snow Cloak,None,Ice Body,525.0,65.0,60.0,110.0,130.0,95.0,65.0,45.0,2006-01-01,Slow,Strong
472,Gliscor,4,Fang Scorp Pokémon,2,Ground,Flying,2.0,42.5,3,Hyper Cutter,Sand Veil,Poison Heal,510.0,75.0,95.0,125.0,45.0,75.0,95.0,30.0,2006-01-01,Fast,Strong
473,Mamoswine,4,Twin Tusk Pokémon,2,Ice,Ground,2.5,291.0,3,Oblivious,Snow Cloak,Thick Fat,530.0,110.0,130.0,80.0,70.0,60.0,80.0,50.0,2006-01-01,Fast,Strong
474,Porygon-Z,4,Virtual Pokémon,1,Normal,None,0.9,34.0,3,Adaptability,Download,Analytic,535.0,85.0,80.0,70.0,135.0,75.0,90.0,30.0,2006-01-01,Fast,Strong
475,Gallade,4,Blade Pokémon,2,Psychic,Fighting,1.6,52.0,2,Steadfast,None,Justified,518.0,68.0,125.0,65.0,65.0,115.0,80.0,45.0,2006-01-01,Fast,Strong
475,Mega Gallade,4,Blade Pokémon,2,Psychic,Fighting,1.6,56.4,1,Inner Focus,None,None,618.0,68.0,165.0,95.0,65.0,115.0,110.0,45.0,2006-01-01,Fast,Strong
476,Probopass,4,Compass Pokémon,2,Rock,Steel,1.4,340.0,3,Sturdy,Magnet Pull,Sand Force,525.0,60.0,55.0,145.0,75.0,150.0,40.0,60.0,2006-01-01,Slow,Strong
477,Dusknoir,4,Gripper Pokémon,1,Ghost,None,2.2,106.6,2,Pressure,None,Frisk,525.0,45.0,100.0,135.0,65.0,135.0,45.0,45.0,2006-01-01,Slow,Strong
478,Froslass,4,Snow Land Pokémon,2,Ice,Ghost,1.3,26.6,2,Snow Cloak,None,Cursed Body,480.0,70.0,80.0,70.0,80.0,70.0,110.0,75.0,2006-01-01,Fast,Strong
479,Rotom,4,Plasma Pokémon,2,Electric,Ghost,0.3,0.3,1,Levitate,None,None,440.0,50.0,50.0,77.0,95.0,77.0,91.0,45.0,2006-01-01,Fast,Strong
479,Heat Rotom,4,Plasma Pokémon,2,Electric,Fire,0.3,0.3,1,Levitate,None,None,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,2006-01-01,Fast,Strong
479,Wash Rotom,4,Plasma Pokémon,2,Electric,Water,0.3,0.3,1,Levitate,None,None,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,2006-01-01,Fast,Strong
479,Frost Rotom,4,Plasma Pokémon,2,Electric,Ice,0.3,0.3,1,Levitate,None,None,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,2006-01-01,Fast,Strong
479,Fan Rotom,4,Plasma Pokémon,2,Electric,Flying,0.3,0.3,1,Levitate,None,None,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,2006-01-01,Fast,Strong
479,Mow Rotom,4,Plasma Pokémon,2,Electric,Grass,0.3,0.3,1,Levitate,None,None,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,2006-01-01,Fast,Strong
480,Uxie,4,Knowledge Pokémon,1,Psychic,None,0.3,0.3,1,Levitate,None,None,580.0,75.0,75.0,130.0,75.0,130.0,95.0,3.0,2006-01-01,Fast,Strong
481,Mesprit,4,Emotion Pokémon,1,Psychic,None,0.3,0.3,1,Levitate,None,None,580.0,80.0,105.0,105.0,105.0,105.0,80.0,3.0,2006-01-01,Fast,Strong
482,Azelf,4,Willpower Pokémon,1,Psychic,None,0.3,0.3,1,Levitate,None,None,580.0,75.0,125.0,70.0,125.0,70.0,115.0,3.0,2006-01-01,Fast,Strong
483,Dialga,4,Temporal Pokémon,2,Steel,Dragon,5.4,683.0,2,Pressure,None,Telepathy,680.0,100.0,120.0,120.0,150.0,100.0,90.0,3.0,2006-01-01,Fast,Strong
484,Palkia,4,Spatial Pokémon,2,Water,Dragon,4.2,336.0,2,Pressure,None,Telepathy,680.0,90.0,120.0,100.0,150.0,120.0,100.0,3.0,2006-01-01,Fast,Strong
485,Heatran,4,Lava Dome Pokémon,2,Fire,Steel,1.7,430.0,2,Flash Fire,None,Flame Body,600.0,91.0,90.0,106.0,130.0,106.0,77.0,3.0,2006-01-01,Fast,Strong
486,Regigigas,4,Colossal Pokémon,1,Normal,None,3.7,420.0,1,Slow Start,None,None,670.0,110.0,160.0,110.0,80.0,110.0,100.0,3.0,2006-01-01,Fast,Strong
487,Giratina Altered Forme,4,Renegade Pokémon,2,Ghost,Dragon,4.5,750.0,2,Pressure,None,Telepathy,680.0,150.0,100.0,120.0,100.0,120.0,90.0,3.0,2006-01-01,Fast,Strong
487,Giratina Origin Forme,4,Renegade Pokémon,2,Ghost,Dragon,6.9,650.0,1,Levitate,None,None,680.0,150.0,120.0,100.0,120.0,100.0,90.0,3.0,2006-01-01,Fast,Strong
488,Cresselia,4,Lunar Pokémon,1,Psychic,None,1.5,85.6,1,Levitate,None,None,600.0,120.0,70.0,120.0,75.0,130.0,85.0,3.0,2006-01-01,Fast,Strong
489,Phione,4,Sea Drifter Pokémon,1,Water,None,0.4,3.1,1,Hydration,None,None,480.0,80.0,80.0,80.0,80.0,80.0,80.0,30.0,2006-01-01,Fast,Strong
490,Manaphy,4,Seafaring Pokémon,1,Water,None,0.3,1.4,1,Hydration,None,None,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,2006-01-01,Fast,Strong
491,Darkrai,4,Pitch-Black Pokémon,1,Dark,None,1.5,50.5,1,Bad Dreams,None,None,600.0,70.0,90.0,90.0,135.0,90.0,125.0,3.0,2006-01-01,Fast,Strong
492,Shaymin Land Forme,4,Gratitude Pokémon,1,Grass,None,0.2,2.1,1,Natural Cure,None,None,600.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,2006-01-01,Fast,Strong
492,Shaymin Sky Forme,4,Gratitude Pokémon,2,Grass,Flying,0.4,5.2,1,Serene Grace,None,None,600.0,100.0,103.0,75.0,120.0,75.0,127.0,45.0,2006-01-01,Fast,Strong
493,Arceus,4,Alpha Pokémon,1,Normal,None,3.2,320.0,1,Multitype,None,None,720.0,120.0,120.0,120.0,120.0,120.0,120.0,3.0,2006-01-01,Fast,Strong
494,Victini,5,Victory Pokémon,2,Psychic,Fire,0.4,4.0,1,Victory Star,None,None,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,2010-01-01,Fast,Strong
495,Snivy,5,Grass Snake Pokémon,1,Grass,None,0.6,8.1,2,Overgrow,None,Contrary,308.0,45.0,45.0,55.0,45.0,55.0,63.0,45.0,2010-01-01,Slow,weak
496,Servine,5,Grass Snake Pokémon,1,Grass,None,0.8,16.0,2,Overgrow,None,Contrary,413.0,60.0,60.0,75.0,60.0,75.0,83.0,45.0,2010-01-01,Fast,weak
497,Serperior,5,Regal Pokémon,1,Grass,None,3.3,63.0,2,Overgrow,None,Contrary,528.0,75.0,75.0,95.0,75.0,95.0,113.0,45.0,2010-01-01,Fast,Strong
498,Tepig,5,Fire Pig Pokémon,1,Fire,None,0.5,9.9,2,Blaze,None,Thick Fat,308.0,65.0,63.0,45.0,45.0,45.0,45.0,45.0,2010-01-01,Slow,weak
499,Pignite,5,Fire Pig Pokémon,2,Fire,Fighting,1.0,55.5,2,Blaze,None,Thick Fat,418.0,90.0,93.0,55.0,70.0,55.0,55.0,45.0,2010-01-01,Slow,weak
500,Emboar,5,Mega Fire Pig Pokémon,2,Fire,Fighting,1.6,150.0,2,Blaze,None,Reckless,528.0,110.0,123.0,65.0,100.0,65.0,65.0,45.0,2010-01-01,Slow,Strong
501,Oshawott,5,Sea Otter Pokémon,1,Water,None,0.5,5.9,2,Torrent,None,Shell Armor,308.0,55.0,55.0,45.0,63.0,45.0,45.0,45.0,2010-01-01,Slow,weak
502,Dewott,5,Discipline Pokémon,1,Water,None,0.8,24.5,2,Torrent,None,Shell Armor,413.0,75.0,75.0,60.0,83.0,60.0,60.0,45.0,2010-01-01,Slow,weak
503,Samurott,5,Formidable Pokémon,1,Water,None,1.5,94.6,2,Torrent,None,Shell Armor,528.0,95.0,100.0,85.0,108.0,70.0,70.0,45.0,2010-01-01,Fast,Strong
504,Patrat,5,Scout Pokémon,1,Normal,None,0.5,11.6,3,Run Away,Keen Eye,Analytic,255.0,45.0,55.0,39.0,35.0,39.0,42.0,255.0,2010-01-01,Slow,weak
505,Watchog,5,Lookout Pokémon,1,Normal,None,1.1,27.0,3,Illuminate,Keen Eye,Analytic,420.0,60.0,85.0,69.0,60.0,69.0,77.0,255.0,2010-01-01,Fast,weak
506,Lillipup,5,Puppy Pokémon,1,Normal,None,0.4,4.1,3,Vital Spirit,Pickup,Run Away,275.0,45.0,60.0,45.0,25.0,45.0,55.0,255.0,2010-01-01,Slow,weak
507,Herdier,5,Loyal Dog Pokémon,1,Normal,None,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,370.0,65.0,80.0,65.0,35.0,65.0,60.0,120.0,2010-01-01,Slow,weak
508,Stoutland,5,Big-Hearted Pokémon,1,Normal,None,1.2,61.0,3,Intimidate,Sand Rush,Scrappy,500.0,85.0,110.0,90.0,45.0,90.0,80.0,45.0,2010-01-01,Fast,Strong
509,Purrloin,5,Devious Pokémon,1,Dark,None,0.4,10.1,3,Limber,Unburden,Prankster,281.0,41.0,50.0,37.0,50.0,37.0,66.0,255.0,2010-01-01,Slow,weak
510,Liepard,5,Cruel Pokémon,1,Dark,None,1.1,37.5,3,Limber,Unburden,Prankster,446.0,64.0,88.0,50.0,88.0,50.0,106.0,90.0,2010-01-01,Fast,Strong
511,Pansage,5,Grass Monkey Pokémon,1,Grass,None,0.6,10.5,2,Gluttony,None,Overgrow,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,2010-01-01,Slow,weak
512,Simisage,5,Thorn Monkey Pokémon,1,Grass,None,1.1,30.5,2,Gluttony,None,Overgrow,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,2010-01-01,Fast,Strong
513,Pansear,5,High Temp Pokémon,1,Fire,None,0.6,11.0,2,Gluttony,None,Blaze,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,2010-01-01,Slow,weak
514,Simisear,5,Ember Pokémon,1,Fire,None,1.0,28.0,2,Gluttony,None,Blaze,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,2010-01-01,Fast,Strong
515,Panpour,5,Spray Pokémon,1,Water,None,0.6,13.5,2,Gluttony,None,Torrent,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,2010-01-01,Slow,weak
516,Simipour,5,Geyser Pokémon,1,Water,None,1.0,29.0,2,Gluttony,None,Torrent,498.0,75.0,98.0,63.0,98.0,63.0,101.0,75.0,2010-01-01,Fast,Strong
517,Munna,5,Dream Eater Pokémon,1,Psychic,None,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292.0,76.0,25.0,45.0,67.0,55.0,24.0,190.0,2010-01-01,Slow,weak
518,Musharna,5,Drowsing Pokémon,1,Psychic,None,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487.0,116.0,55.0,85.0,107.0,95.0,29.0,75.0,2010-01-01,Slow,Strong
519,Pidove,5,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264.0,50.0,55.0,50.0,36.0,30.0,43.0,255.0,2010-01-01,Slow,weak
520,Tranquill,5,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15.0,3,Big Pecks,Super Luck,Rivalry,358.0,62.0,77.0,62.0,50.0,42.0,65.0,120.0,2010-01-01,Slow,weak
521,Unfezant,5,Proud Pokémon,2,Normal,Flying,1.2,29.0,3,Big Pecks,Super Luck,Rivalry,488.0,80.0,115.0,80.0,65.0,55.0,93.0,45.0,2010-01-01,Fast,Strong
522,Blitzle,5,Electrified Pokémon,1,Electric,None,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295.0,45.0,60.0,32.0,50.0,32.0,76.0,190.0,2010-01-01,Fast,weak
523,Zebstrika,5,Thunderbolt Pokémon,1,Electric,None,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497.0,75.0,100.0,63.0,80.0,63.0,116.0,75.0,2010-01-01,Fast,Strong
524,Roggenrola,5,Mantle Pokémon,1,Rock,None,0.4,18.0,3,Sturdy,Weak Armor,Sand Force,280.0,55.0,75.0,85.0,25.0,25.0,15.0,255.0,2010-01-01,Slow,weak
525,Boldore,5,Ore Pokémon,1,Rock,None,0.9,102.0,3,Sturdy,Weak Armor,Sand Force,390.0,70.0,105.0,105.0,50.0,40.0,20.0,120.0,2010-01-01,Slow,weak
526,Gigalith,5,Compressed Pokémon,1,Rock,None,1.7,260.0,3,Sturdy,Sand Stream,Sand Force,515.0,85.0,135.0,130.0,60.0,80.0,25.0,45.0,2010-01-01,Slow,Strong
527,Woobat,5,Bat Pokémon,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323.0,65.0,45.0,43.0,55.0,43.0,72.0,190.0,2010-01-01,Fast,weak
528,Swoobat,5,Courting Pokémon,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425.0,67.0,57.0,55.0,77.0,55.0,114.0,45.0,2010-01-01,Fast,weak
529,Drilbur,5,Mole Pokémon,1,Ground,None,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328.0,60.0,85.0,40.0,30.0,45.0,68.0,120.0,2010-01-01,Slow,weak
530,Excadrill,5,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508.0,110.0,135.0,60.0,50.0,65.0,88.0,60.0,2010-01-01,Fast,Strong
531,Audino,5,Hearing Pokémon,1,Normal,None,1.1,31.0,3,Healer,Regenerator,Klutz,445.0,103.0,60.0,86.0,60.0,86.0,50.0,255.0,2010-01-01,Slow,Strong
531,Mega Audino,5,Hearing Pokémon,2,Normal,Fairy,1.5,32.0,1,Healer,None,None,545.0,103.0,60.0,126.0,80.0,126.0,50.0,255.0,2010-01-01,Slow,Strong
532,Timburr,5,Muscular Pokémon,1,Fighting,None,0.6,12.5,3,Guts,Sheer Force,Iron Fist,305.0,75.0,80.0,55.0,25.0,35.0,35.0,180.0,2010-01-01,Slow,weak
533,Gurdurr,5,Muscular Pokémon,1,Fighting,None,1.2,40.0,3,Guts,Sheer Force,Iron Fist,405.0,85.0,105.0,85.0,40.0,50.0,40.0,90.0,2010-01-01,Slow,weak
534,Conkeldurr,5,Muscular Pokémon,1,Fighting,None,1.4,87.0,3,Guts,Sheer Force,Iron Fist,505.0,105.0,140.0,95.0,55.0,65.0,45.0,45.0,2010-01-01,Slow,Strong
535,Tympole,5,Tadpole Pokémon,1,Water,None,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,294.0,50.0,50.0,40.0,50.0,40.0,64.0,255.0,2010-01-01,Slow,weak
536,Palpitoad,5,Vibration Pokémon,2,Water,Ground,0.8,17.0,3,Swift Swim,Hydration,Water Absorb,384.0,75.0,65.0,55.0,65.0,55.0,69.0,120.0,2010-01-01,Fast,weak
537,Seismitoad,5,Vibration Pokémon,2,Water,Ground,1.5,62.0,3,Swift Swim,Poison Touch,Water Absorb,509.0,105.0,95.0,75.0,85.0,75.0,74.0,45.0,2010-01-01,Fast,Strong
538,Throh,5,Judo Pokémon,1,Fighting,None,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465.0,120.0,100.0,85.0,30.0,85.0,45.0,45.0,2010-01-01,Slow,Strong
539,Sawk,5,Karate Pokémon,1,Fighting,None,1.4,51.0,3,Sturdy,Inner Focus,Mold Breaker,465.0,75.0,125.0,75.0,30.0,75.0,85.0,45.0,2010-01-01,Fast,Strong
540,Sewaddle,5,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310.0,45.0,53.0,70.0,40.0,60.0,42.0,255.0,2010-01-01,Slow,weak
541,Swadloon,5,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380.0,55.0,63.0,90.0,50.0,80.0,42.0,120.0,2010-01-01,Slow,weak
542,Leavanny,5,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500.0,75.0,103.0,80.0,70.0,80.0,92.0,45.0,2010-01-01,Fast,Strong
543,Venipede,5,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260.0,30.0,45.0,59.0,30.0,39.0,57.0,255.0,2010-01-01,Slow,weak
544,Whirlipede,5,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360.0,40.0,55.0,99.0,40.0,79.0,47.0,120.0,2010-01-01,Slow,weak
545,Scolipede,5,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485.0,60.0,100.0,89.0,55.0,69.0,112.0,45.0,2010-01-01,Fast,Strong
546,Cottonee,5,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280.0,40.0,27.0,60.0,37.0,50.0,66.0,190.0,2010-01-01,Slow,weak
547,Whimsicott,5,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480.0,60.0,67.0,85.0,77.0,75.0,116.0,75.0,2010-01-01,Fast,Strong
548,Petilil,5,Bulb Pokémon,1,Grass,None,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280.0,45.0,35.0,50.0,70.0,50.0,30.0,190.0,2010-01-01,Slow,weak
549,Lilligant,5,Flowering Pokémon,1,Grass,None,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480.0,70.0,60.0,75.0,110.0,75.0,90.0,75.0,2010-01-01,Fast,Strong
550,Basculin Red-Striped Form,5,Hostile Pokémon,1,Water,None,1.0,18.0,3,Reckless,Adaptability,Mold Breaker,460.0,70.0,92.0,65.0,80.0,55.0,98.0,25.0,2010-01-01,Fast,Strong
550,Basculin Blue-Striped Form,5,Hostile Pokémon,1,Water,None,1.0,18.0,3,Rock Head,Adaptability,Mold Breaker,460.0,70.0,92.0,65.0,80.0,55.0,98.0,25.0,2010-01-01,Fast,Strong
551,Sandile,5,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292.0,50.0,72.0,35.0,35.0,35.0,65.0,180.0,2010-01-01,Slow,weak
552,Krokorok,5,Desert Croc Pokémon,2,Ground,Dark,1.0,33.4,3,Intimidate,Moxie,Anger Point,351.0,60.0,82.0,45.0,45.0,45.0,74.0,90.0,2010-01-01,Fast,weak
553,Krookodile,5,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519.0,95.0,117.0,80.0,65.0,70.0,92.0,45.0,2010-01-01,Fast,Strong
554,Darumaka,5,Zen Charm Pokémon,1,Fire,None,0.6,37.5,2,Hustle,None,Inner Focus,315.0,70.0,90.0,45.0,15.0,45.0,50.0,120.0,2010-01-01,Slow,weak
554,Galarian Darumaka,5,Zen Charm Pokémon,1,Ice,None,0.7,40.0,2,Hustle,None,Inner Focus,315.0,70.0,90.0,45.0,15.0,45.0,50.0,,2010-01-01,Slow,weak
555,Darmanitan Standard Mode,5,Blazing Pokémon,1,Fire,None,1.3,92.9,2,Sheer Force,None,Zen Mode,480.0,105.0,140.0,55.0,30.0,55.0,95.0,60.0,2010-01-01,Fast,Strong
555,Darmanitan Zen Mode,5,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,2,Sheer Force,None,Zen Mode,540.0,105.0,30.0,105.0,140.0,105.0,55.0,60.0,2010-01-01,Slow,Strong
555,Darmanitan Galarian Standard Mode,5,Zen Charm Pokémon,1,Ice,None,1.7,120.0,2,Gorilla Tactics,None,Zen Mode,480.0,105.0,140.0,55.0,30.0,55.0,95.0,,2010-01-01,Fast,Strong
555,Darmanitan Galarian Zen Mode,5,Zen Charm Pokémon,2,Ice,Fire,1.7,120.0,2,Gorilla Tactics,None,Zen Mode,540.0,105.0,160.0,55.0,30.0,55.0,135.0,,2010-01-01,Fast,Strong
556,Maractus,5,Cactus Pokémon,1,Grass,None,1.0,28.0,3,Water Absorb,Chlorophyll,Storm Drain,461.0,75.0,86.0,67.0,106.0,67.0,60.0,255.0,2010-01-01,Slow,Strong
557,Dwebble,5,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325.0,50.0,65.0,85.0,35.0,35.0,55.0,190.0,2010-01-01,Slow,weak
558,Crustle,5,Stone Home Pokémon,2,Bug,Rock,1.4,200.0,3,Sturdy,Shell Armor,Weak Armor,485.0,70.0,105.0,125.0,65.0,75.0,45.0,75.0,2010-01-01,Slow,Strong
559,Scraggy,5,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348.0,50.0,75.0,70.0,35.0,70.0,48.0,180.0,2010-01-01,Slow,weak
560,Scrafty,5,Hoodlum Pokémon,2,Dark,Fighting,1.1,30.0,3,Shed Skin,Moxie,Intimidate,488.0,65.0,90.0,115.0,45.0,115.0,58.0,90.0,2010-01-01,Slow,Strong
561,Sigilyph,5,Avianoid Pokémon,2,Psychic,Flying,1.4,14.0,3,Wonder Skin,Magic Guard,Tinted Lens,490.0,72.0,58.0,80.0,103.0,80.0,97.0,45.0,2010-01-01,Fast,Strong
562,Yamask,5,Spirit Pokémon,1,Ghost,None,0.5,1.5,1,Mummy,None,None,303.0,38.0,30.0,85.0,55.0,65.0,30.0,190.0,2010-01-01,Slow,weak
562,Galarian Yamask,5,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,None,None,303.0,38.0,55.0,85.0,30.0,65.0,30.0,,2010-01-01,Slow,weak
563,Cofagrigus,5,Coffin Pokémon,1,Ghost,None,1.7,76.5,1,Mummy,None,None,483.0,58.0,50.0,145.0,95.0,105.0,30.0,90.0,2010-01-01,Slow,Strong
564,Tirtouga,5,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355.0,54.0,78.0,103.0,53.0,45.0,22.0,45.0,2010-01-01,Slow,weak
565,Carracosta,5,Prototurtle Pokémon,2,Water,Rock,1.2,81.0,3,Solid Rock,Sturdy,Swift Swim,495.0,74.0,108.0,133.0,83.0,65.0,32.0,45.0,2010-01-01,Slow,Strong
566,Archen,5,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,None,None,401.0,55.0,112.0,45.0,74.0,45.0,70.0,45.0,2010-01-01,Fast,weak
567,Archeops,5,First Bird Pokémon,2,Rock,Flying,1.4,32.0,1,Defeatist,None,None,567.0,75.0,140.0,65.0,112.0,65.0,110.0,45.0,2010-01-01,Fast,Strong
568,Trubbish,5,Trash Bag Pokémon,1,Poison,None,0.6,31.0,3,Stench,Sticky Hold,Aftermath,329.0,50.0,50.0,62.0,40.0,62.0,65.0,190.0,2010-01-01,Slow,weak
569,Garbodor,5,Trash Heap Pokémon,1,Poison,None,1.9,107.3,3,Stench,Weak Armor,Aftermath,474.0,80.0,95.0,82.0,60.0,82.0,75.0,60.0,2010-01-01,Fast,Strong
570,Zorua,5,Tricky Fox Pokémon,1,Dark,None,0.7,12.5,1,Illusion,None,None,330.0,40.0,65.0,40.0,80.0,40.0,65.0,75.0,2010-01-01,Slow,weak
571,Zoroark,5,Illusion Fox Pokémon,1,Dark,None,1.6,81.1,1,Illusion,None,None,510.0,60.0,105.0,60.0,120.0,60.0,105.0,45.0,2010-01-01,Fast,Strong
572,Minccino,5,Chinchilla Pokémon,1,Normal,None,0.4,5.8,3,Cute Charm,Technician,Skill Link,300.0,55.0,50.0,40.0,40.0,40.0,75.0,255.0,2010-01-01,Fast,weak
573,Cinccino,5,Scarf Pokémon,1,Normal,None,0.5,7.5,3,Cute Charm,Technician,Skill Link,470.0,75.0,95.0,60.0,65.0,60.0,115.0,60.0,2010-01-01,Fast,Strong
574,Gothita,5,Fixation Pokémon,1,Psychic,None,0.4,5.8,3,Frisk,Competitive,Shadow Tag,290.0,45.0,30.0,50.0,55.0,65.0,45.0,200.0,2010-01-01,Slow,weak
575,Gothorita,5,Manipulate Pokémon,1,Psychic,None,0.7,18.0,3,Frisk,Competitive,Shadow Tag,390.0,60.0,45.0,70.0,75.0,85.0,55.0,100.0,2010-01-01,Slow,weak
576,Gothitelle,5,Astral Body Pokémon,1,Psychic,None,1.5,44.0,3,Frisk,Competitive,Shadow Tag,490.0,70.0,55.0,95.0,95.0,110.0,65.0,50.0,2010-01-01,Slow,Strong
577,Solosis,5,Cell Pokémon,1,Psychic,None,0.3,1.0,3,Overcoat,Magic Guard,Regenerator,290.0,45.0,30.0,40.0,105.0,50.0,20.0,200.0,2010-01-01,Slow,weak
